,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
260,2004,78.8780487805,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
261,2005,78.9804878049,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
262,2006,79.3804878049,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
263,2007,79.7829268293,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
264,2008,79.6804878049,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
265,2009,80.0341463415,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
266,2010,80.1829268293,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
267,2011,80.5853658537,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
268,2012,80.3853658537,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
269,2013,80.587804878,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
270,2014,81.287804878,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
271,2015,80.9926829268,SP.DYN.LE00.IN,BEL,Belgium,Europe & Central Asia,High income,Not classified
272,2000,68.847,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
273,2001,69.04,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
274,2002,69.272,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
275,2003,69.511,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
276,2004,69.749,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
277,2005,69.998,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
278,2006,70.286,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
279,2007,70.636,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
280,2008,71.059,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
281,2009,71.541,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
282,2010,72.057,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
283,2011,72.57,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
284,2012,73.044,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
285,2013,73.452,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
286,2014,73.782,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
287,2015,74.034,SP.DYN.LE00.IN,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
288,2000,55.391,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
289,2001,55.668,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
290,2002,56.025,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
291,2003,56.436,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
292,2004,56.887,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
293,2005,57.355,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
294,2006,57.817,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
295,2007,58.255,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
296,2008,58.654,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
297,2009,59.009,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
298,2010,59.318,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
299,2011,59.59,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
300,2012,59.842,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
301,2013,60.092,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
302,2014,60.345,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
303,2015,60.608,SP.DYN.LE00.IN,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
304,2000,77.8853658537,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
305,2001,77.8853658537,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
306,2002,78.087804878,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
307,2003,78.3341463415,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
308,2004,78.4853658537,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
309,2005,78.6853658537,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
310,2006,78.887804878,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
311,2007,78.9341463415,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
312,2008,79.2365853659,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
313,2009,79.3884390244,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
314,2010,79.2885365854,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
315,2011,81.1526829268,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
316,2012,81.677804878,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
317,2013,80.5724390244,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
318,2014,80.7973170732,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
319,2015,81.012195122,SP.DYN.LE00.IN,BMU,Bermuda,North America,High income,Not classified
320,2000,60.884,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
321,2001,61.808,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
322,2002,62.728,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
323,2003,63.624,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
324,2004,64.483,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
325,2005,65.289,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
326,2006,66.031,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
327,2007,66.709,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
328,2008,67.325,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
329,2009,67.882,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
330,2010,68.384,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
331,2011,68.84,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
332,2012,69.263,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
333,2013,69.662,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
334,2014,70.046,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
335,2015,70.419,SP.DYN.LE00.IN,BTN,Bhutan,South Asia,Lower middle income,IDA
336,2000,62.452,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
337,2001,63.054,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
338,2002,63.64,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
339,2003,64.21,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
340,2004,64.766,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
341,2005,65.312,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
342,2006,65.853,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
343,2007,66.395,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
344,2008,66.937,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
345,2009,67.476,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
346,2010,68.007,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
347,2011,68.521,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
348,2012,69.01,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
349,2013,69.468,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
350,2014,69.891,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
351,2015,70.277,SP.DYN.LE00.IN,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
352,2000,74.403,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
353,2001,74.637,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
354,2002,74.803,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
355,2003,74.941,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
356,2004,75.068,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
357,2005,75.198,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
358,2006,75.342,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
359,2007,75.498,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
360,2008,75.665,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
361,2009,75.844,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
362,2010,76.031,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
363,2011,76.219,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
364,2012,76.401,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
365,2013,76.569,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
366,2014,76.723,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
367,2015,76.865,SP.DYN.LE00.IN,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
368,2000,50.629,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
369,2001,50.281,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
370,2002,50.232,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
371,2003,50.518,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
372,2004,51.15,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
373,2005,52.13,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
374,2006,53.435,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
375,2007,54.983,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
376,2008,56.679,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
377,2009,58.447,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
378,2010,60.211,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
379,2011,61.91,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
380,2012,63.511,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
381,2013,64.976,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
382,2014,66.265,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
383,2015,67.338,SP.DYN.LE00.IN,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
384,2000,70.116,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
385,2001,70.462,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
386,2002,70.813,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
387,2003,71.17,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
388,2004,71.531,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
389,2005,71.896,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
390,2006,72.26,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
391,2007,72.618,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
392,2008,72.966,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
393,2009,73.3,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
394,2010,73.619,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
395,2011,73.921,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
396,2012,74.209,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
397,2013,74.483,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
398,2014,74.745,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
399,2015,74.994,SP.DYN.LE00.IN,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
400,2000,72.809,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
401,2001,73.076,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
402,2002,73.332,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
403,2003,73.575,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
404,2004,73.801,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
405,2005,74.006,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
406,2006,74.189,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
407,2007,74.351,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
408,2008,74.494,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
409,2009,74.623,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
410,2010,74.74,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
411,2011,74.852,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
412,2012,74.962,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
413,2013,75.075,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
414,2014,75.193,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
415,2015,75.318,SP.DYN.LE00.IN,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
416,2000,71.6634146341,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
417,2001,71.7682926829,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
418,2002,71.8658536585,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
419,2003,72.0658536585,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
420,2004,72.5634146341,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
421,2005,72.5609756098,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
422,2006,72.612195122,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
423,2007,72.6634146341,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
424,2008,72.9634146341,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
425,2009,73.412195122,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
426,2010,73.512195122,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
427,2011,74.1634146341,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
428,2012,74.3146341463,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
429,2013,74.8609756098,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
430,2014,74.4658536585,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
431,2015,74.6146341463,SP.DYN.LE00.IN,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
432,2000,50.489,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
433,2001,50.893,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
434,2002,51.384,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
435,2003,51.956,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
436,2004,52.602,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
437,2005,53.31,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
438,2006,54.063,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
439,2007,54.841,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
440,2008,55.618,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
441,2009,56.377,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
442,2010,57.096,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
443,2011,57.761,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
444,2012,58.374,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
445,2013,58.937,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
446,2014,59.45,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
447,2015,59.919,SP.DYN.LE00.IN,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
448,2000,49.091,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
449,2001,49.93,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
450,2002,50.81,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
451,2003,51.69,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
452,2004,52.547,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
453,2005,53.369,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
454,2006,54.163,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
455,2007,54.944,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
456,2008,55.721,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
457,2009,56.488,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
458,2010,57.228,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
459,2011,57.925,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
460,2012,58.568,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
461,2013,59.148,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
462,2014,59.665,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
463,2015,60.123,SP.DYN.LE00.IN,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
464,2000,68.583,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
465,2001,69.099,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
466,2002,69.557,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
467,2003,69.932,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
468,2004,70.219,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
469,2005,70.424,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
470,2006,70.565,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
471,2007,70.676,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
472,2008,70.786,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
473,2009,70.911,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
474,2010,71.062,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
475,2011,71.243,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
476,2012,71.445,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
477,2013,71.661,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
478,2014,71.886,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
479,2015,72.117,SP.DYN.LE00.IN,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
480,2000,58.432,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
481,2001,59.335,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
482,2002,60.283,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
483,2003,61.241,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
484,2004,62.186,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
485,2005,63.088,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
486,2006,63.927,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
487,2007,64.697,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
488,2008,65.394,SP.DYN.LE00.IN,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
